PSDI,InChi,LogS (log(mol/L)),LogS Temperature (C),LogS Solvent InChi,Misc. MoleFraction,Misc. Temperature (C),Misc. Solvent InChi,Source,Citation,Master Version
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.5,87.6,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.54,87.05,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.57,86.65,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.63,86.05,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.67,85.55,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.7,85.15,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.74,84.8,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.74,84.75,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.76,84.45,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.82,83.95,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.86,83.45,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.91,83.05,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.95,82.7,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.97,82.55,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,1.0,82.4,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.17,-20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.31,-20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.24,-12.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.89,-100.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.86,-108.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.58,-37.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",,,,0.66,-50.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",0.43,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",1.22,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",0.43,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.01,0.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.01,10.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.01,20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,25.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,30.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,40.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,50.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,60.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,70.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",,,,0.0,80.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",-0.54,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",-0.52,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",-0.55,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.01,69.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.01,79.6,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.02,84.6,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.04,93.3,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.06,98.3,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.11,109.8,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,0.24,134.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",,,,1.0,201.3,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",-1.27,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI0017D3,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)",-1.28,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.08,38.25,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.16,47.45,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.24,52.35,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.33,56.75,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.31,60.25,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.28,36.85,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.38,47.05,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.55,60.85,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.64,67.45,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.76,74.15,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.83,77.65,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.21,39.45,"InChI=1S/CCl4/c2-1(3,4)5",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.26,45.05,"InChI=1S/CCl4/c2-1(3,4)5",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.37,55.45,"InChI=1S/CCl4/c2-1(3,4)5",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,,,,0.42,70.05,"InChI=1S/CCl4/c2-1(3,4)5",IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI0017EA,InChI=1S/C18H14/c1-3-8-15(9-4-1)17-12-7-13-18(14-17)16-10-5-2-6-11-16/h1-14H,-5.18,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.0,287.32,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.14,172.74,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.17,168.77,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.21,161.94,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.24,159.68,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.29,156.22,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.35,152.91,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.4,149.98,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.47,148.01,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.52,146.98,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.72,143.71,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.84,141.92,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.91,140.79,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,0.96,139.66,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",,,,1.0,139.1,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-2.82,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-2.82,25.0,InChI=1S/H2O/h1H2,,,,Delaney2004,"J. Chem. Inf. Comput. Sci. 2004, 44, 3, 1000-1005",0.0.7
PSDI001841,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",,,,0.01,20.0,InChI=1S/H2O/h1H2,IUPAC,"The SDS is an ongoing work. Expressions of interest from qualified individuals interested in volume preparation as well as questions about the series and its use should be directed to the Editor-in-Chief, Mark Salomon <markinnj@comcast.net>.",0.0.5
PSDI001841,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",-0.54,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
PSDI001841,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",-0.53,25.0,InChI=1S/H2O/h1H2,,,,Meng2022,"Meng, J., Chen, P., Wahib, M. et al. Boosting the predictive performance with aqueous solubility dataset curation. Sci Data 9, 71 (2022). https://doi.org/10.1038/s41597-022-01154-3",0.0.6
