PSDI,InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI00124F,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",9.3,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI001252,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3",1.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI00125C,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",1200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI00125F,"InChI=1S/CCl2F2/c2-1(3,4)5",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001263,InChI=1S/CH2Cl2/c2-1-3/h1H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI00126A,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",39.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S1352-2310(03)00155-9,0.0.8
PSDI001279,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2",0.65,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001279,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2",1.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI00127D,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",3300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI001281,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",0.11,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800623X,0.0.8
PSDI001283,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2010.12.051,0.0.8
PSDI001284,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001287,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",22.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001293,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",0.39,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JCTB.5010170103,0.0.8
PSDI00129C,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3",1400.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.2175/106143000X137121,0.0.8
PSDI0012A4,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2010.12.051,0.0.8
PSDI0012B3,InChI=1S/CH2F2/c2-1-3/h1H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-17-7495-2017,0.0.8
PSDI0012E6,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3",0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2007.08.013,0.0.8
PSDI0012EB,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",23.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0012EC,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",30.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP0368132,0.0.8
PSDI0012EE,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,9900.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/93JD02919,0.0.8
PSDI0012F1,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",0.56,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JCTB.5010170103,0.0.8
PSDI0012F6,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CEJ.2015.07.053,0.0.8
PSDI0012FB,InChI=1S/C2H6S/c1-3-2/h1-2H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CEJ.2015.07.053,0.0.8
PSDI001309,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3",2.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00479396,0.0.8
PSDI00133E,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",0.12,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JPCA.5B05174,0.0.8
PSDI00135E,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",35.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI00136E,"InChI=1S/C12H36O6Si6/c1-19(2)13-20(3,4)15-22(7,8)17-24(11,12)18-23(9,10)16-21(5,6)14-19/h1-12H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC202953T,0.0.8
PSDI00137D,"InChI=1S/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3",0.44,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI0013A6,"InChI=1S/C14H15O2PS2/c1-2-16-17(15,18-13-9-5-3-6-10-13)19-14-11-7-4-8-12-14/h3-12H,2H2,1H3",5000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI0013BA,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",1.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0013BA,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",6.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0013CF,"InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2",2500000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI0013EB,InChI=1S/C2H6/c1-2/h1-2H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Messung und Korrelierung von Gasl\oslichkeiten halogenierter Kohlenwasserstoffe""",0.0.8
PSDI00140B,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",4200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800290K,0.0.8
PSDI00143D,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00058A023,0.0.8
PSDI001446,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CES.2021.116639,0.0.8
PSDI00144E,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
PSDI001453,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2005.06.021,0.0.8
PSDI001455,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
PSDI001456,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",11.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Bestimmung von \chem{H_2O_2} und organischen Peroxiden in Labor- und Feldmessungen mittels Umkehrphasen-Hochdruck-Fl\ussigkeitschromatographie und enzymatischer Nachs\""aulenderivatisierung""",0.0.8
PSDI00145A,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2015.07.015,0.0.8
PSDI00145F,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JCED.1C00358,0.0.8
PSDI001462,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2010.12.051,0.0.8
PSDI001464,"InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
PSDI001469,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2014.05.023,0.0.8
PSDI00146C,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",0.12,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.JIEC.2010.03.003,0.0.8
PSDI00146F,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3",0.14,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1051/LAIT:2003012,0.0.8
PSDI001475,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",0.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JCTB.5010170103,0.0.8
PSDI001477,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2021.129858,0.0.8
PSDI00147A,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/IE030800T,0.0.8
PSDI00147C,InChI=1S/C2H4/c1-2/h1-2H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Experimentelle Bestimmung und Korrelierung von Verteilungskoeffizienten in verd\unnten L\""osungen""",0.0.8
PSDI00147E,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",4000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00343A044,0.0.8
PSDI001481,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",2.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE900711H,0.0.8
PSDI001482,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,0.78,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160050803,0.0.8
PSDI001483,InChI=1S/C2H4O/c1-2-3-1/h1-2H2,0.06,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00108A009,0.0.8
PSDI0014A3,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",9.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.EST.9B06443,0.0.8
PSDI0014A7,InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/CHEMSE/3.1.57,0.0.8
PSDI0014C2,"InChI=1S/C9H12NO5PS/c1-7-6-8(4-5-9(7)10(11)12)15-16(17,13-2)14-3/h4-6H,1-3H3",83.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1584/JPESTICS.18.3_201,0.0.8
PSDI001506,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,0.34,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI001510,"InChI=1S/C2H3FO2/c3-1-2(4)5/h1H2,(H,4,5)",800.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1023/A:1005899813756,0.0.8
PSDI001512,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001516,InChI=1S/CH3F/c1-2/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00864A029,0.0.8
PSDI001541,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",88.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00162406,0.0.8
PSDI001568,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2",3100000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI001573,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S11270-015-2337-2,0.0.8
PSDI001599,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",580.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/JR9350000952,0.0.8
PSDI0015A7,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",410.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00177A004,0.0.8
PSDI0015AA,InChI=1S/C2H2O2/c3-1-2-4/h1-2H,490000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES400083D,0.0.8
PSDI0015AB,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",110.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/2008GL036212,0.0.8
PSDI0015C2,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-4347(00)82845-5,0.0.8
PSDI0015D9,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2006.04.009,0.0.8
PSDI0015DA,"InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H",0.96,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0015E6,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0011-9164(04)90174-9,0.0.8
PSDI0015F1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",15.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI0015F8,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3",0.24,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JPS.2600670510,0.0.8
PSDI001600,InChI=1S/C6Br6/c7-1-2(8)4(10)6(12)5(11)3(1)9,0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE0342724,0.0.8
PSDI001603,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2012.12.017,0.0.8
PSDI001604,InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001605,"InChI=1S/C5Cl6/c6-1-2(7)4(9)5(10,11)3(1)8",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(82)90160-6,0.0.8
PSDI001606,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0304-3894(88)85057-X,0.0.8
PSDI001622,InChI=1S/C6F6/c7-1-2(8)4(10)6(12)5(11)3(1)9,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001623,"InChI=1S/C2F6/c3-1(4,5)2(6,7)8",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP010597K,0.0.8
PSDI001624,"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Experimentelle Bestimmung und Korrelierung von Verteilungskoeffizienten in verd\unnten L\""osungen""",0.0.8
PSDI001628,"InChI=1S/C6H18OSi2/c1-8(2,3)7-9(4,5)6/h1-6H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.2754,0.0.8
PSDI001629,InChI=1S/C6H16N2/c7-5-3-1-2-4-6-8/h1-8H2,1000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI00162C,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CES.2021.116639,0.0.8
PSDI00163C,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",9.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI001649,"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",99.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JF950423Y,0.0.8
PSDI00166F,InChI=1S/HN3/c1-3-2/h1H,0.12,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1080/10473289.1997.10464060,0.0.8
PSDI001679,InChI=1S/CHN/c1-2/h1H,0.09,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES1001192,0.0.8
PSDI00167C,InChI=1S/H2/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1111/J.2153-3490.1979.TB00883.X,0.0.8
PSDI00167D,InChI=1S/FH/h1H,130.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1515/ZPCH-1932-16235,0.0.8
PSDI00167E,InChI=1S/H2O2/c1-2/h1-2H,1200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Atmospheric chemistry of isoprene hydroxyhydroperoxides,0.0.8
PSDI001680,InChI=1S/H2S/h1H2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/CJCE.5450780130,0.0.8
PSDI001686,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",280.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/2008GL036212,0.0.8
PSDI0016A3,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",3300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI0016AF,InChI=1S/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H,28.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620111109,0.0.8
PSDI0016C5,InChI=1S/I2/c1-2,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1252/JCEJ.6.389,0.0.8
PSDI0016CA,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00058A023,0.0.8
PSDI0016CB,"InChI=1S/C2H5I/c1-2-3/h2H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.2343/GEOCHEMJ.1.0122,0.0.8
PSDI0016DE,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1136/OEM.51.1.68,0.0.8
PSDI0016DF,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JCED.8B01125,0.0.8
PSDI0016E2,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/J100876A049,0.0.8
PSDI0016E4,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",1.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0016E8,"InChI=1S/C8H16O2/c1-6(2)5-10-8(9)7(3)4/h6-7H,5H2,1-4H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/CHEMSE/3.1.57,0.0.8
PSDI0016EF,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CEJ.2015.07.053,0.0.8
PSDI0016F0,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",46.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI001704,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-4347(00)82845-5,0.0.8
PSDI001706,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",0.67,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JCED.8B01125,0.0.8
PSDI00170F,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",1.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001712,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1136/OEM.51.1.68,0.0.8
PSDI001728,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",27.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI001774,"InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2",49000000000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-21-12141-2021,0.0.8
PSDI0017BE,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",7.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2004.06.025,0.0.8
PSDI0017C9,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3",4.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S1387-3806(02)00927-2,0.0.8
PSDI0017EC,"InChI=1S/C7H9N/c1-6-3-2-4-7(8)5-6/h2-5H,8H2,1H3",3.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI0017F0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHROMA.2014.03.040,0.0.8
PSDI0017F6,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",15.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001853,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1897/06-339R.1,0.0.8
PSDI001855,"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)",25.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1080/09593339209385187,0.0.8
PSDI001856,"InChI=1S/C4H5N/c1-4(2)3-5/h1H2,2H3",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001860,InChI=1S/CH4/h1H4,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.3975/CAGSB.2020.111202,0.0.8
PSDI001870,"InChI=1S/CH4S/c1-2/h2H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1029/95JD00217,0.0.8
PSDI001891,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",49.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI001893,"InChI=1S/C3H4Cl2F2O/c1-8-3(6,7)2(4)5/h2H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1097/00000542-198312000-00013,0.0.8
PSDI00189C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2014.05.023,0.0.8
PSDI00189D,"InChI=1S/C5H8O3/c1-4(6)3-5(7)8-2/h3H2,1-2H3",6.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(02)00087-0,0.0.8
PSDI0018A1,InChI=1S/CH3Br/c1-2/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0018A2,InChI=1S/CH3Cl/c1-2/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0018A6,"InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
PSDI0018AE,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
